ActionPerformed,ConnectionClassification,Priority,Date-Time,SourceIP,SourcePort,DestinationIP,DestinationPort,TimeToLive,TypeOfService,DataGramLength,AllFlags,Seq,Ack,Win,TCP_length,TCP_Options,NOP_NOP_TS,MSS,NOP_WS
 Data sent on stream not accepting data  ,0,3,1573239096,7.204.241.161,993,31.154.241.1,1386,63,0x0 ,77,***AP*** ,0x22248788 ,0xFC082670 ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239799,10.1.60.203,53267,180.242.137.181,5222,63,0x0 ,48,******S* ,0xE6FA4A32 ,0x0 ,0xFFFF ,28.0,3.0,0,1460,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239813,10.1.60.203,56456,154.241.88.201,80,63,0x0 ,48,******S* ,0xE706FE0B ,0x0 ,0xFFFF ,28.0,3.0,0,1460,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239823,10.1.60.203,52355,7.204.241.161,25,63,0x0 ,48,******S* ,0x5E715311 ,0x0 ,0xFFFF ,28.0,3.0,0,1460,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239829,10.1.60.203,54113,154.241.88.201,443,63,0x0 ,48,******S* ,0x5B7185CB ,0x0 ,0xFFFF ,28.0,3.0,0,1460,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239905,10.2.195.248,49001,7.204.241.161,25,61,0x0 ,40,*****R** ,0xCA244C2D ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239905,10.2.195.248,49002,7.204.241.161,25,61,0x0 ,40,*****R** ,0xCA244C2E ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239905,10.2.195.248,49003,7.204.241.161,25,61,0x0 ,40,*****R** ,0xCA244C2F ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239906,10.2.195.248,49004,7.204.241.161,25,61,0x0 ,40,*****R** ,0xCA244C30 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239906,10.2.195.248,49005,7.204.241.161,25,61,0x0 ,40,*****R** ,0xCA244C31 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239908,10.2.195.248,49001,7.204.241.161,25,61,0x0 ,40,*****R** ,0xE45A1261 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239908,10.2.195.248,49002,7.204.241.161,25,61,0x0 ,40,*****R** ,0xE45A1262 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239908,10.2.195.248,49003,7.204.241.161,25,61,0x0 ,40,*****R** ,0xE45A1263 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239908,10.2.195.248,49004,7.204.241.161,25,61,0x0 ,40,*****R** ,0xE45A1264 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239908,10.2.195.248,49005,7.204.241.161,25,61,0x0 ,40,*****R** ,0xE45A1265 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573239908,10.2.195.248,49006,7.204.241.161,25,61,0x0 ,40,*****R** ,0xE45A1266 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240058,10.1.60.253,56689,154.241.88.201,443,63,0x0 ,40,***A**** ,0xF622BC94 ,0xA01BD4BC ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240060,10.2.195.248,33759,7.204.241.161,25,61,0x0 ,40,*****R** ,0x120DCFC6 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240060,10.2.195.248,33759,7.204.241.161,25,61,0x0 ,40,*****R** ,0x120DCFC6 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240082,10.2.195.248,38405,7.204.241.161,25,61,0x0 ,40,*****R** ,0x2409D009 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240089,10.2.195.248,51242,7.204.241.161,25,61,0x0 ,40,*****R** ,0x12F36D97 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET SCAN NMAP -f -sS  ,1,2,1573240113,10.2.195.248,27460,7.204.241.161,25,1,0x0 ,40,******S* ,0x4 ,0x0 ,0x800 ,20.0,0.0,0,0,0
 ET SCAN NMAP -sS  ,1,2,1573240113,10.2.195.248,27460,7.204.241.161,25,1,0x0 ,40,******S* ,0x4 ,0x0 ,0x800 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240113,10.2.195.248,6164,7.204.241.161,25,61,0x0 ,40,*****R** ,0x53CF3665 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240121,10.2.195.248,18953,7.204.241.161,25,61,0x0 ,40,*****R** ,0x2FD63AC2 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573240131,31.154.241.11,1695,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xB28A3996 ,0xE3FEE842 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573240131,31.154.241.11,1696,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x4DFAA61 ,0xE4D357E6 ,0xFC48 ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573240131,31.154.241.11,1697,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xB8BD0E00 ,0xE44D4121 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573240131,31.154.241.11,1698,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xCAE8FC1F ,0xE45C5791 ,0xFB40 ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573240132,31.154.241.11,1699,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x4F100B79 ,0xE4BF7299 ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240160,10.2.200.238,39082,154.241.88.201,443,61,0x0 ,40,*****R** ,0x4C481D8D ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240163,10.2.200.238,39083,154.241.88.201,443,61,0x0 ,40,*****R** ,0x4D272102 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240173,10.2.200.238,39085,154.241.88.201,443,61,0x0 ,40,*****R** ,0x4F91905B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240173,10.2.200.238,39085,154.241.88.201,443,61,0x0 ,40,*****R** ,0x4F919062 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,60,******S* ,0xDB51E6C0 ,0x0 ,0xFFFF ,40.0,5.0,0,1460,3
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,60,***A**S* ,0x9A324699 ,0xDB51E6C1 ,0x16A0 ,40.0,5.0,0,1460,6
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,52,***A**** ,0xDB51E6C1 ,0x9A32469A ,0x2086 ,32.0,3.0,5267472371432268,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,188,***AP*** ,0xDB51E6C1 ,0x9A32469A ,0x2086 ,32.0,3.0,5267472671432268,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,52,***A**** ,0x9A32469A ,0xDB51E749 ,0x6C ,32.0,3.0,7143227252674726,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,149,***AP*** ,0x9A324C42 ,0xDB51E749 ,0x6C ,32.0,3.0,7143227552674726,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,52,***A**** ,0xDB51E749 ,0x9A324CA3 ,0x1FC4 ,32.0,3.0,5267473871432275,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,250,***AP*** ,0xDB51E749 ,0x9A324CA3 ,0x2086 ,32.0,3.0,5267474871432275,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,111,***AP*** ,0x9A324CA3 ,0xDB51E80F ,0x7C ,32.0,3.0,7143230552674748,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,238,***AP*** ,0xDB51E80F ,0x9A324CDE ,0x2086 ,32.0,3.0,5267476471432305,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,1373,***AP*** ,0x9A324CDE ,0xDB51E8C9 ,0x8D ,32.0,3.0,7143231052674764,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,89,***AP*** ,0x9A325207 ,0xDB51E8C9 ,0x8D ,32.0,3.0,7143231052674764,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,52,***A***F ,0x9A32522C ,0xDB51E8C9 ,0x8D ,32.0,3.0,7143231152674764,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,52,***A**** ,0xDB51E8C9 ,0x9A32522C ,0x207C ,32.0,3.0,5267477171432310,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,52,***A**** ,0xDB51E8C9 ,0x9A32522D ,0x2081 ,32.0,3.0,5267477171432311,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,89,***AP*** ,0xDB51E8C9 ,0x9A32522D ,0x2086 ,32.0,3.0,5267477171432311,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,10.1.60.203,61250,154.241.88.201,443,63,0x0 ,52,***A***F ,0xDB51E8EE ,0x9A32522D ,0x2086 ,32.0,3.0,5267477171432311,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240596,154.241.88.201,443,10.1.60.203,61250,64,0x0 ,52,***A**** ,0x9A32522D ,0xDB51E8EF ,0x8D ,32.0,3.0,7143231352674771,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240867,10.2.195.248,47967,154.241.88.201,443,61,0x0 ,40,*****R** ,0x83133F6 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240868,10.2.195.248,47968,154.241.88.201,443,61,0x0 ,40,*****R** ,0x8E1A6BE ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240872,10.2.195.248,47969,154.241.88.201,443,61,0x0 ,40,*****R** ,0xD35AB4F ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240874,10.2.195.248,47970,154.241.88.201,443,61,0x0 ,40,*****R** ,0xE8612D8 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240895,10.2.195.248,47976,154.241.88.201,443,61,0x0 ,40,*****R** ,0x22707556 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573240917,10.2.195.248,47982,154.241.88.201,443,61,0x0 ,40,*****R** ,0x36C1ABDE ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241117,7.204.241.161,57406,10.1.10.10,25,64,0x0 ,40,*****R** ,0x53086773 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573241121,10.1.10.10,25,7.204.241.161,57406,125,0x0 ,116,***AP**F ,0x97B86EF9 ,0x53086774 ,0xFEBD ,32.0,3.0,11114588430737,0,0
 Data sent on stream not accepting data  ,0,3,1573241126,10.1.10.10,25,7.204.241.161,57406,125,0x0 ,116,***AP**F ,0x97B86EF9 ,0x53086774 ,0xFEBD ,32.0,3.0,11114640430737,0,0
 Data sent on stream not accepting data  ,0,3,1573241131,10.1.10.10,25,7.204.241.161,57406,125,0x0 ,116,***AP**F ,0x97B86EF9 ,0x53086774 ,0xFEBD ,32.0,3.0,11114692430737,0,0
 Data sent on stream not accepting data  ,0,3,1573241136,10.1.10.10,25,7.204.241.161,57406,125,0x0 ,116,***AP**F ,0x97B86EF9 ,0x53086774 ,0xFEBD ,32.0,3.0,11114744430737,0,0
 ET SCAN NMAP -f -sS  ,1,2,1573241142,10.2.199.239,61562,180.242.137.181,5222,38,0x0 ,44,******S* ,0xF7D028A7 ,0x0 ,0x800 ,24.0,1.0,0,1160,0
 ET SCAN NMAP -sS  ,1,2,1573241142,10.2.199.239,61562,180.242.137.181,5222,38,0x0 ,44,******S* ,0xF7D028A7 ,0x0 ,0x800 ,24.0,1.0,0,1160,0
 Data sent on stream not accepting data  ,0,3,1573241147,10.1.10.10,25,7.204.241.161,57406,125,0x0 ,116,***AP**F ,0x97B86EF9 ,0x53086774 ,0xFEBD ,32.0,3.0,11114848430737,0,0
 Data sent on stream not accepting data  ,0,3,1573241167,10.1.10.10,25,7.204.241.161,57406,125,0x0 ,116,***AP**F ,0x97B86EF9 ,0x53086774 ,0xFEBD ,32.0,3.0,11115056430737,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,60,******S* ,0xC46C1EAF ,0x0 ,0xFFFF ,40.0,5.0,0,1460,3
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,60,***A**S* ,0xCAD0498E ,0xC46C1EB0 ,0x16A0 ,40.0,5.0,0,1460,6
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,52,***A**** ,0xC46C1EB0 ,0xCAD0498F ,0x2086 ,32.0,3.0,5327357372032210,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,188,***AP*** ,0xC46C1EB0 ,0xCAD0498F ,0x2086 ,32.0,3.0,5327357872032210,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,52,***A**** ,0xCAD0498F ,0xC46C1F38 ,0x6C ,32.0,3.0,7203221553273578,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,149,***AP*** ,0xCAD04F37 ,0xC46C1F38 ,0x6C ,32.0,3.0,7203221753273578,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,52,***A**** ,0xC46C1F38 ,0xCAD04F98 ,0x1FC5 ,32.0,3.0,5327359072032217,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,250,***AP*** ,0xC46C1F38 ,0xCAD04F98 ,0x2086 ,32.0,3.0,5327360172032217,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,111,***AP*** ,0xCAD04F98 ,0xC46C1FFE ,0x7C ,32.0,3.0,7203224753273601,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,238,***AP*** ,0xC46C1FFE ,0xCAD04FD3 ,0x2086 ,32.0,3.0,5327361472032247,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,1373,***AP*** ,0xCAD04FD3 ,0xC46C20B8 ,0x8D ,32.0,3.0,7203225453273614,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,89,***AP*** ,0xCAD054FC ,0xC46C20B8 ,0x8D ,32.0,3.0,7203225453273614,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,52,***A***F ,0xCAD05521 ,0xC46C20B8 ,0x8D ,32.0,3.0,7203225453273614,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,52,***A**** ,0xC46C20B8 ,0xCAD05521 ,0x1FDC ,32.0,3.0,5327362272032254,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,89,***AP*** ,0xC46C20B8 ,0xCAD05521 ,0x2086 ,32.0,3.0,5327362272032254,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,52,***A***F ,0xC46C20DD ,0xCAD05521 ,0x2086 ,32.0,3.0,5327362272032254,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,52,***A**** ,0xCAD05522 ,0xC46C20DE ,0x8D ,32.0,3.0,7203225753273622,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,154.241.88.201,443,10.1.60.203,50116,64,0x0 ,52,***A***F ,0xCAD05521 ,0xC46C20DE ,0x8D ,32.0,3.0,7203246253273622,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241193,10.1.60.203,50116,154.241.88.201,443,63,0x0 ,52,***A**** ,0xC46C20DE ,0xCAD05522 ,0x2085 ,32.0,3.0,5327382672032462,0,0
 ET SCAN NMAP -f -sS  ,1,2,1573241276,10.2.199.239,50164,154.241.88.201,80,38,0x0 ,44,******S* ,0x532B8EB6 ,0x0 ,0x800 ,24.0,1.0,0,1160,0
 ET SCAN NMAP -sS  ,1,2,1573241276,10.2.199.239,50164,154.241.88.201,80,38,0x0 ,44,******S* ,0x532B8EB6 ,0x0 ,0x800 ,24.0,1.0,0,1160,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241294,10.2.199.239,1174,154.241.88.201,80,125,0x0 ,52,***AP*** ,0xDA209356 ,0x28F0AAB0 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241304,10.2.199.239,1178,154.241.88.201,80,125,0x0 ,84,***AP*** ,0x5E2D1FCA ,0x320008A5 ,0xFAF0 ,20.0,0.0,0,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573241304,10.2.199.239,1178,154.241.88.201,80,125,0x0 ,84,***AP*** ,0x5E2D1FCA ,0x320008A5 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241309,10.2.199.239,1182,154.241.88.201,80,125,0x0 ,72,***AP*** ,0x97D60DD5 ,0x3733937A ,0xFAF0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,60,******S* ,0x62388254 ,0x0 ,0xFFFF ,40.0,5.0,0,1460,3
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,60,***A**S* ,0x3ACC7F93 ,0x62388255 ,0x16A0 ,40.0,5.0,0,1460,6
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,52,***A**** ,0x62388255 ,0x3ACC7F94 ,0x2086 ,32.0,3.0,5339344872152302,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,188,***AP*** ,0x62388255 ,0x3ACC7F94 ,0x2086 ,32.0,3.0,5339345172152302,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,52,***A**** ,0x3ACC7F94 ,0x623882DD ,0x6C ,32.0,3.0,7215230753393451,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,149,***AP*** ,0x3ACC853C ,0x623882DD ,0x6C ,32.0,3.0,7215231653393451,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,52,***A**** ,0x623882DD ,0x3ACC859D ,0x1FC5 ,32.0,3.0,5339346472152316,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,250,***AP*** ,0x623882DD ,0x3ACC859D ,0x2086 ,32.0,3.0,5339347372152316,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,111,***AP*** ,0x3ACC859D ,0x623883A3 ,0x7C ,32.0,3.0,7215236953393473,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,238,***AP*** ,0x623883A3 ,0x3ACC85D8 ,0x2086 ,32.0,3.0,5339352272152369,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,1373,***AP*** ,0x3ACC85D8 ,0x6238845D ,0x8D ,32.0,3.0,7215238053393522,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,89,***AP*** ,0x3ACC8B01 ,0x6238845D ,0x8D ,32.0,3.0,7215238153393522,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,52,***A***F ,0x3ACC8B26 ,0x6238845D ,0x8D ,32.0,3.0,7215238153393522,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,52,***A**** ,0x6238845D ,0x3ACC8B26 ,0x1FF2 ,32.0,3.0,5339352972152380,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,89,***AP*** ,0x6238845D ,0x3ACC8B26 ,0x2086 ,32.0,3.0,5339352972152380,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,52,***A***F ,0x62388482 ,0x3ACC8B26 ,0x2086 ,32.0,3.0,5339352972152380,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,52,***A**** ,0x3ACC8B27 ,0x62388483 ,0x8D ,32.0,3.0,7215238453393529,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,154.241.88.201,443,10.1.60.203,53590,64,0x0 ,52,***A***F ,0x3ACC8B26 ,0x62388483 ,0x8D ,32.0,3.0,7215258953393529,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573241313,10.1.60.203,53590,154.241.88.201,443,63,0x0 ,52,***A**** ,0x62388483 ,0x3ACC8B27 ,0x2085 ,32.0,3.0,5339373472152589,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241314,10.2.199.239,1184,154.241.88.201,80,125,0x0 ,54,***AP*** ,0x2BE1A8AB ,0x3B311ED0 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241319,10.2.199.239,1187,154.241.88.201,80,125,0x0 ,128,***AP*** ,0xCF4C54EA ,0x40B57356 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241324,10.2.199.239,1193,154.241.88.201,80,125,0x0 ,54,***AP*** ,0x13FFB26F ,0x44E2F635 ,0xFAF0 ,20.0,0.0,0,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573241324,10.2.199.239,1193,154.241.88.201,80,125,0x0 ,54,***AP*** ,0x13FFB26F ,0x44E2F635 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241330,10.2.199.239,1196,154.241.88.201,80,125,0x0 ,56,***AP*** ,0x619921CB ,0x4A90EDE9 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241335,10.2.199.239,1200,154.241.88.201,80,125,0x0 ,51,***AP*** ,0xECA7B20 ,0x4EF1EE14 ,0xFAF0 ,20.0,0.0,0,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573241335,10.2.199.239,1200,154.241.88.201,80,125,0x0 ,51,***AP*** ,0xECA7B20 ,0x4EF1EE14 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241340,10.2.199.239,1203,154.241.88.201,80,125,0x0 ,63,***AP*** ,0x58339938 ,0x538F7E2B ,0xFAF0 ,20.0,0.0,0,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573241340,10.2.199.239,1203,154.241.88.201,80,125,0x0 ,63,***AP*** ,0x58339938 ,0x538F7E2B ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241345,10.2.199.239,1205,154.241.88.201,80,125,0x0 ,100,***AP*** ,0x6B8FEF81 ,0x57E3137A ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241350,10.2.199.239,1207,154.241.88.201,80,125,0x0 ,215,***AP*** ,0xEB24957F ,0x5CC44F73 ,0xFAF0 ,20.0,0.0,0,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573241350,10.2.199.239,1207,154.241.88.201,80,125,0x0 ,215,***AP*** ,0xEB24957F ,0x5CC44F73 ,0xFAF0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573241355,10.2.199.239,1209,154.241.88.201,80,125,0x0 ,130,***AP*** ,0x17171AC1 ,0x6188B00F ,0xFAF0 ,20.0,0.0,0,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573241355,10.2.199.239,1209,154.241.88.201,80,125,0x0 ,130,***AP*** ,0x17171AC1 ,0x6188B00F ,0xFAF0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573241493,154.241.88.201,443,10.1.90.5,1413,64,0x0 ,63,***AP**F ,0xD580FA9E ,0x8B0FDE53 ,0x1920 ,20.0,0.0,0,0,0
